127.0.0.1 - - [09/Jun/2022:09:10:24 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:03 +0900] "GET /test/testmap.do HTTP/1.1" 200 10136
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:03 +0900] "GET /test/images/egovframework/example/marker1.png;jsessionid=19CA7C06C23C7D13009344F24AB018D1 HTTP/1.1" 200 8026
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:03 +0900] "GET /test/images/egovframework/example/marker3.png;jsessionid=19CA7C06C23C7D13009344F24AB018D1 HTTP/1.1" 200 61157
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:04 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:09 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:09 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:09 +0900] "GET /test/%3Cc:url%20value='https://openlayers.org/en/v3.20.1/examples/data/icon.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:15:09 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:17:30 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:17:30 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:17:30 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:17:30 +0900] "GET /test/%3Cc:url%20value='https://openlayers.org/en/v3.20.1/examples/data/icon.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:34:56 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:34:56 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:34:56 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:34:56 +0900] "GET /test/%3Cc:url%20value='https://openlayers.org/en/v3.20.1/examples/data/icon.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:40:53 +0900] "GET /test/map.do HTTP/1.1" 200 10611
0:0:0:0:0:0:0:1 - - [09/Jun/2022:09:41:07 +0900] "GET /test/map.do HTTP/1.1" 200 10611
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:13:42 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:13:43 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:13:43 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:13:43 +0900] "GET /test/%3Cc:url%20value='https://openlayers.org/en/v3.20.1/examples/data/icon.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:04 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:04 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:04 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:04 +0900] "GET /test/%3Cc:url%20value='https://openlayers.org/en/v3.20.1/examples/data/icon.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:23 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:23 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:23 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:23 +0900] "GET /test/%3Cc:url%20value='https://openlayers.org/en/v3.20.1/examples/data/icon.png'/%3E HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:56 +0900] "GET /test/hjb.do HTTP/1.1" 200 15892
0:0:0:0:0:0:0:1 - - [09/Jun/2022:10:16:56 +0900] "GET /test/%3Cc:url%20value='http://map.vworld.kr/images/ol3/marker_blue.png'/%3E HTTP/1.1" 404 1033
